BHK,Size,Bathroom,Rent,Current Floor,Total Floors,Area Type_Super Area,City_Delhi,City_Hyderabad,City_Kolkata,City_Mumbai,Furnishing Status_Semi-Furnished,Furnishing Status_Unfurnished,Tenant Preferred_Bachelors/Family,Tenant Preferred_Family
4,2631,2,59284,7.0,10.0,1,0,0,0,0,0,1,0,1
2,2329,2,73436,3.0,8.0,0,0,0,0,0,0,1,0,0
2,1539,3,56417,8.0,13.0,0,0,1,0,0,1,0,0,0
4,2609,2,13946,3.0,17.0,1,0,0,0,1,0,0,0,1
4,2990,3,57943,2.0,17.0,0,0,0,1,0,0,1,1,0
1,1238,3,16020,6.0,1.0,1,0,0,0,0,0,0,0,0
4,1489,3,9317,3.0,14.0,1,0,0,0,1,0,0,1,0
1,1493,1,5523,0.0,13.0,0,0,0,0,0,1,0,0,0
3,2894,3,60076,1.0,14.0,1,1,0,0,0,1,0,0,1
1,2863,2,13809,0.0,5.0,0,0,0,1,0,0,0,0,1
4,2979,1,20535,6.0,19.0,0,0,0,0,0,0,0,0,0
4,2888,1,55012,7.0,14.0,0,0,1,0,0,1,0,0,0
3,2369,1,53951,4.0,5.0,0,1,0,0,0,0,1,0,0
4,2911,1,27264,4.0,2.0,1,1,0,0,0,0,0,0,1
4,2843,1,66832,1.0,9.0,0,0,1,0,0,0,1,0,0
2,1974,1,32476,9.0,18.0,0,1,0,0,0,0,0,0,1
2,1980,1,56973,3.0,8.0,0,0,0,1,0,1,0,0,0
3,2842,3,58017,1.0,17.0,1,0,0,0,0,0,1,0,1
1,2773,2,20503,1.0,7.0,1,1,0,0,0,1,0,0,0
2,1514,2,16506,0.0,1.0,0,0,0,1,0,0,0,1,0
1,1149,3,45994,1.0,4.0,1,0,1,0,0,1,0,1,0
4,1493,3,21169,6.0,4.0,1,0,0,0,0,0,1,0,1
2,1589,1,23484,8.0,6.0,0,0,1,0,0,1,0,0,0
3,2661,1,63723,2.0,6.0,0,0,0,0,0,0,1,1,0
3,2275,3,54588,6.0,7.0,1,1,0,0,0,1,0,0,0
3,2187,1,18920,7.0,4.0,1,1,0,0,0,1,0,0,0
2,2816,2,21875,0.0,6.0,1,0,0,0,0,0,1,0,0
1,2007,2,67480,7.0,5.0,0,0,0,1,0,0,1,1,0
4,448,1,67629,2.0,4.0,1,0,0,1,0,0,1,0,1
1,1475,1,72450,7.0,6.0,1,0,0,1,0,0,0,1,0
1,1712,1,7925,4.0,13.0,1,0,0,0,1,1,0,0,1
4,2049,2,73826,8.0,10.0,1,0,0,1,0,0,1,1,0
4,2580,1,48101,2.0,13.0,0,1,0,0,0,0,0,0,0
2,1589,3,24613,3.0,10.0,0,0,0,0,1,0,0,0,0
2,1797,1,66473,9.0,3.0,0,0,0,1,0,0,1,0,0
2,2820,3,68903,0.0,9.0,1,1,0,0,0,0,1,1,0
2,2228,1,24961,0.0,18.0,0,0,0,0,1,0,1,1,0
2,878,1,73107,8.0,9.0,1,1,0,0,0,0,0,0,1
4,1231,2,21616,1.0,19.0,1,0,0,0,0,0,0,1,0
1,2014,3,38984,2.0,16.0,0,1,0,0,0,1,0,0,1
2,1081,3,8539,4.0,13.0,1,0,0,0,1,0,0,1,0
2,1723,3,38289,2.0,10.0,1,0,0,1,0,0,1,0,0
1,481,2,67076,5.0,18.0,1,0,0,0,1,1,0,1,0
2,486,3,16391,5.0,6.0,0,0,0,1,0,1,0,0,0
1,2672,2,49906,1.0,6.0,0,0,0,1,0,1,0,1,0
1,2463,1,13250,5.0,13.0,0,0,1,0,0,1,0,0,1
4,1221,1,54135,4.0,7.0,0,0,0,0,0,0,1,1,0
3,562,3,26065,4.0,1.0,0,0,1,0,0,1,0,0,0
4,2961,1,59785,8.0,3.0,0,0,0,0,1,0,1,1,0
3,2797,1,11703,1.0,8.0,0,0,1,0,0,0,0,0,1
3,2332,3,56754,1.0,4.0,0,0,0,1,0,0,1,0,1
3,2250,1,78854,1.0,13.0,0,0,0,0,1,1,0,0,1
2,2260,3,74966,1.0,10.0,0,0,1,0,0,0,0,0,1
4,1515,3,42621,1.0,12.0,1,1,0,0,0,0,0,1,0
3,2628,1,39936,4.0,12.0,0,0,0,0,0,0,0,0,1
1,2282,1,35439,6.0,1.0,1,1,0,0,0,1,0,1,0
2,2940,1,55460,1.0,16.0,1,0,0,0,1,0,1,1,0
4,1322,1,64469,5.0,2.0,0,0,1,0,0,0,1,1,0
3,2575,1,72129,3.0,16.0,0,0,0,1,0,1,0,0,1
1,1849,2,20941,5.0,13.0,1,0,1,0,0,1,0,0,1
4,1982,1,29267,6.0,10.0,0,0,0,0,1,0,0,1,0
4,964,2,75313,4.0,8.0,0,0,0,0,1,0,1,1,0
2,2997,3,60590,5.0,5.0,1,0,0,0,1,1,0,1,0
4,2900,1,44876,3.0,6.0,0,0,0,0,1,1,0,0,0
2,870,1,78974,5.0,17.0,0,0,1,0,0,0,1,0,0
3,1387,1,35507,5.0,17.0,1,1,0,0,0,0,0,0,1
2,2334,3,31057,4.0,17.0,1,0,0,1,0,0,0,0,0
1,623,2,67468,0.0,13.0,1,0,0,1,0,0,0,1,0
2,2601,2,68180,5.0,7.0,0,0,0,0,0,0,1,1,0
1,750,1,74065,5.0,6.0,1,0,0,0,1,1,0,0,1
2,2328,1,19584,2.0,9.0,0,0,0,0,1,1,0,0,1
4,748,1,62778,4.0,18.0,0,0,0,0,1,1,0,0,0
3,581,1,27632,9.0,10.0,0,1,0,0,0,1,0,1,0
1,1036,3,23673,6.0,3.0,1,0,0,0,1,0,1,0,1
2,1417,1,8343,0.0,3.0,0,0,0,0,0,0,0,0,1
2,2626,3,23950,8.0,5.0,0,0,0,0,0,0,0,0,0
2,1171,1,26547,6.0,3.0,1,1,0,0,0,0,0,0,1
4,1415,2,58027,3.0,17.0,1,0,0,0,1,0,0,0,0
4,2511,2,69091,2.0,4.0,0,0,1,0,0,1,0,1,0
1,428,1,52531,1.0,14.0,1,0,1,0,0,1,0,0,0
1,2819,1,46227,4.0,2.0,0,0,0,1,0,0,1,0,1
4,2544,3,52683,5.0,10.0,0,1,0,0,0,0,0,0,0
1,2293,1,61171,3.0,1.0,0,0,1,0,0,1,0,0,0
3,1865,1,15390,2.0,14.0,1,0,0,1,0,1,0,1,0
3,1626,1,16879,8.0,14.0,1,0,0,0,0,1,0,0,0
4,2468,2,19935,0.0,9.0,0,0,0,1,0,0,0,0,1
1,1525,3,58629,0.0,14.0,0,0,0,0,1,1,0,0,1
2,465,2,37574,5.0,7.0,0,0,0,0,1,0,0,1,0
3,1534,3,54666,1.0,8.0,0,0,0,0,0,0,0,1,0
4,737,2,79657,7.0,6.0,1,1,0,0,0,0,1,1,0
1,2570,1,33507,8.0,3.0,1,0,0,0,1,0,1,0,1
4,2128,2,53555,1.0,18.0,1,0,0,0,1,0,0,0,0
2,846,2,21582,5.0,6.0,1,0,0,1,0,0,0,0,1
3,680,3,31631,2.0,16.0,1,0,0,1,0,0,0,0,1
4,995,3,23164,4.0,2.0,0,0,0,1,0,1,0,1,0
4,2386,2,35646,6.0,16.0,1,0,1,0,0,1,0,1,0
4,1474,3,25806,7.0,4.0,0,0,0,0,0,1,0,0,0
2,609,3,64057,0.0,2.0,0,1,0,0,0,0,1,0,0
4,525,3,59895,3.0,7.0,1,0,0,1,0,0,0,0,0
2,891,3,52974,1.0,6.0,1,1,0,0,0,1,0,0,0
2,1369,3,16284,1.0,7.0,0,0,0,1,0,1,0,0,1
2,980,2,18857,1.0,19.0,0,0,0,0,1,0,1,0,0
3,2705,3,45440,8.0,4.0,0,1,0,0,0,0,1,0,1
3,1611,1,51106,4.0,7.0,1,0,1,0,0,0,0,0,1
4,629,2,23951,7.0,15.0,1,0,0,1,0,0,0,0,0
4,588,2,26009,2.0,11.0,1,0,0,0,0,1,0,0,0
3,2457,2,19835,3.0,4.0,1,0,0,0,1,1,0,0,1
1,901,3,75888,1.0,14.0,0,0,0,1,0,1,0,1,0
3,2532,1,47290,9.0,6.0,1,1,0,0,0,1,0,0,0
2,448,3,23941,8.0,16.0,0,0,0,1,0,1,0,1,0
3,1088,2,37917,1.0,1.0,1,0,0,0,1,0,1,0,1
2,786,2,33039,7.0,1.0,1,0,0,0,0,0,0,1,0
4,1369,2,31089,0.0,19.0,1,0,0,0,0,0,1,0,1
1,1405,2,65059,4.0,10.0,0,0,0,0,0,0,0,1,0
4,2665,3,62247,1.0,12.0,0,0,0,0,1,0,0,1,0
2,2124,1,44833,0.0,1.0,1,0,0,1,0,0,0,1,0
2,2404,1,23254,7.0,10.0,0,0,0,0,1,0,1,0,1
2,2702,2,37611,9.0,10.0,0,0,0,0,1,1,0,0,1
1,2683,1,51827,1.0,9.0,1,0,0,1,0,0,0,0,1
3,2007,2,62272,8.0,2.0,1,0,1,0,0,0,0,0,0
4,2189,2,64257,2.0,2.0,0,0,0,0,0,0,1,0,1
4,670,1,18830,5.0,12.0,1,1,0,0,0,0,1,0,0
3,522,2,10696,5.0,19.0,0,1,0,0,0,1,0,0,1
4,1680,1,71278,2.0,12.0,0,0,0,1,0,1,0,0,0
1,1844,2,36262,1.0,16.0,1,1,0,0,0,0,0,1,0
4,658,1,41949,1.0,11.0,0,0,1,0,0,0,1,1,0
2,1347,2,17425,4.0,6.0,1,0,0,0,1,1,0,0,1
3,2494,1,49497,8.0,11.0,0,0,0,0,0,1,0,0,0
1,1262,2,62420,4.0,10.0,0,1,0,0,0,1,0,1,0
3,924,2,26640,3.0,9.0,0,1,0,0,0,0,1,1,0
1,1287,2,78824,9.0,14.0,0,0,0,1,0,0,1,0,0
2,607,1,61093,4.0,1.0,0,0,0,1,0,0,1,0,1
3,548,3,52150,4.0,16.0,0,0,0,0,1,0,1,1,0
4,837,2,31111,4.0,5.0,1,0,0,0,0,0,1,0,1
1,2602,2,42293,1.0,6.0,0,1,0,0,0,0,0,0,1
3,2121,1,54664,4.0,18.0,0,0,0,0,1,0,0,0,0
4,757,2,23306,9.0,15.0,0,0,0,0,0,0,1,0,0
3,1640,2,23298,7.0,11.0,1,0,0,0,1,0,0,1,0
3,2330,2,9753,9.0,19.0,0,1,0,0,0,0,1,0,0
3,855,2,77352,8.0,13.0,0,0,0,1,0,0,0,1,0
1,2032,3,79374,3.0,3.0,0,0,0,1,0,0,0,1,0
4,1028,3,38565,6.0,12.0,1,0,0,1,0,1,0,1,0
2,885,2,29652,7.0,17.0,1,0,1,0,0,0,1,0,1
1,2980,2,15875,0.0,8.0,1,0,0,0,1,0,0,0,1
1,599,2,53996,9.0,19.0,0,1,0,0,0,0,0,0,0
1,770,3,38993,7.0,19.0,0,0,0,0,1,1,0,0,0
2,1413,3,10566,3.0,10.0,0,0,0,1,0,0,0,1,0
4,2382,1,43690,6.0,3.0,1,0,0,0,1,1,0,1,0
4,1871,1,50741,3.0,16.0,0,0,0,0,0,0,0,0,1
4,647,2,62655,7.0,4.0,1,0,0,0,1,1,0,0,1
3,1187,2,7646,8.0,13.0,1,0,1,0,0,1,0,1,0
3,2711,3,46592,4.0,17.0,0,0,1,0,0,0,1,1,0
3,2478,2,34339,6.0,16.0,0,0,0,1,0,0,1,0,0
2,1921,2,41449,8.0,17.0,1,1,0,0,0,0,0,1,0
3,1672,3,58631,5.0,3.0,0,0,0,0,0,0,1,1,0
2,1004,3,44967,3.0,4.0,1,1,0,0,0,0,1,1,0
4,2089,3,48547,7.0,9.0,1,1,0,0,0,0,1,0,1
3,1817,3,70463,5.0,1.0,0,0,0,0,0,0,0,0,1
3,2220,1,51851,9.0,2.0,0,0,1,0,0,0,0,0,0
1,901,3,30062,6.0,10.0,0,0,0,1,0,0,1,0,0
2,948,3,64123,6.0,19.0,0,0,0,0,1,0,1,0,0
4,1765,2,78068,0.0,13.0,0,0,1,0,0,0,0,1,0
1,1238,2,13221,9.0,14.0,0,0,0,1,0,0,1,1,0
1,1830,2,20234,9.0,7.0,0,0,1,0,0,1,0,0,1
4,1848,1,13321,9.0,1.0,1,0,0,0,0,0,0,1,0
1,1247,3,12945,2.0,13.0,0,1,0,0,0,0,0,1,0
2,1013,3,10189,1.0,17.0,0,0,0,0,0,1,0,0,1
2,811,1,7374,4.0,3.0,0,0,0,0,1,0,1,0,0
3,2879,3,74519,9.0,15.0,0,0,0,0,0,1,0,1,0
1,1077,2,16333,7.0,6.0,1,1,0,0,0,0,1,0,1
3,558,1,70743,9.0,9.0,0,0,1,0,0,0,1,0,1
1,2461,3,45907,8.0,11.0,1,0,0,1,0,0,0,0,0
2,772,1,14173,5.0,2.0,1,0,0,0,1,0,0,0,1
2,2672,1,9302,8.0,18.0,1,0,1,0,0,0,1,0,0
2,1496,3,44679,2.0,18.0,1,0,0,1,0,1,0,0,0
1,2958,2,60842,4.0,18.0,1,1,0,0,0,0,0,0,0
2,1002,3,31747,3.0,15.0,0,0,0,0,0,0,1,0,0
1,615,3,5111,2.0,5.0,1,0,1,0,0,0,0,0,0
3,2396,2,26424,5.0,13.0,1,0,0,1,0,0,0,0,1
1,1964,3,13897,6.0,10.0,0,0,0,1,0,0,0,1,0
3,2240,3,43640,7.0,14.0,1,0,0,0,0,1,0,0,0
1,2362,3,19482,3.0,12.0,0,0,1,0,0,1,0,0,0
3,1126,1,32355,9.0,10.0,0,0,1,0,0,0,1,1,0
2,1644,1,61145,8.0,11.0,0,1,0,0,0,1,0,1,0
3,1465,1,25583,1.0,13.0,0,0,1,0,0,0,1,0,0
2,1075,3,9857,5.0,8.0,1,0,0,0,0,0,1,1,0
2,682,2,16166,4.0,8.0,1,0,1,0,0,0,0,0,0
3,1481,1,12498,0.0,6.0,1,1,0,0,0,0,0,0,1
1,2984,2,42807,9.0,13.0,0,0,0,1,0,1,0,1,0
1,2308,3,30423,8.0,6.0,0,0,1,0,0,0,1,1,0
4,1552,1,57095,6.0,16.0,0,0,0,0,0,0,1,0,1
1,1347,3,49180,3.0,17.0,1,0,1,0,0,0,0,1,0
4,1064,2,46128,8.0,12.0,0,0,0,0,1,0,0,0,1
1,2117,1,64911,5.0,19.0,1,1,0,0,0,0,0,0,0
1,1548,1,62450,3.0,12.0,1,0,0,1,0,1,0,1,0
2,466,1,50940,5.0,6.0,0,0,0,0,1,0,1,1,0
4,2453,1,61584,8.0,5.0,0,0,0,0,0,0,1,0,1
1,1036,2,65049,4.0,3.0,0,0,1,0,0,0,1,0,0
4,713,1,15270,1.0,8.0,0,1,0,0,0,0,0,0,0
2,964,3,65962,9.0,15.0,0,0,1,0,0,1,0,0,1
2,2001,1,9342,8.0,10.0,1,0,1,0,0,1,0,1,0
4,1225,2,48933,8.0,14.0,1,0,1,0,0,0,0,1,0
2,2953,1,72089,4.0,9.0,0,0,1,0,0,1,0,0,1
3,1505,2,72538,3.0,2.0,0,1,0,0,0,1,0,0,1
3,1425,2,29488,2.0,1.0,0,0,0,0,1,0,1,0,1
2,2651,3,59101,4.0,1.0,1,0,0,0,0,0,0,1,0
3,1061,1,50359,0.0,14.0,1,0,0,0,1,0,0,0,1
1,1204,1,6421,6.0,2.0,1,1,0,0,0,0,0,0,0
4,2851,1,74010,7.0,15.0,1,0,0,0,0,0,0,0,1
1,935,3,66755,9.0,8.0,0,0,0,1,0,0,1,0,0
4,1791,3,58525,9.0,19.0,1,0,0,0,1,1,0,0,0
2,1635,2,30117,2.0,14.0,1,1,0,0,0,1,0,0,1
1,2320,2,61462,8.0,9.0,0,1,0,0,0,0,1,0,0
2,2564,2,79516,4.0,6.0,0,1,0,0,0,1,0,1,0
2,1027,3,49934,7.0,11.0,1,0,0,0,0,0,0,0,1
4,1148,3,79954,7.0,12.0,0,0,1,0,0,0,1,1,0
4,504,3,62593,9.0,4.0,0,0,0,1,0,0,1,1,0
4,2942,2,17390,3.0,6.0,0,0,0,0,0,0,0,0,0
1,445,3,27562,8.0,5.0,1,0,0,0,0,0,0,1,0
3,1754,2,38299,4.0,6.0,1,0,0,0,1,0,0,1,0
4,1639,2,62902,0.0,17.0,0,0,0,1,0,1,0,0,1
4,1381,1,22675,8.0,13.0,0,1,0,0,0,0,0,0,1
1,1359,1,41881,0.0,14.0,1,0,0,0,0,0,1,1,0
4,1915,1,14319,1.0,19.0,1,0,0,1,0,1,0,0,0
1,2236,2,50207,9.0,3.0,0,0,0,0,1,1,0,0,0
2,2896,1,8911,1.0,2.0,0,0,1,0,0,0,1,0,1
4,2983,1,44927,5.0,7.0,1,0,0,1,0,1,0,0,1
4,2958,1,43195,3.0,17.0,0,1,0,0,0,0,0,0,1
2,1881,3,59422,5.0,7.0,1,0,0,0,0,0,0,0,0
2,1959,2,52561,3.0,6.0,0,0,1,0,0,0,0,0,1
2,2987,1,6687,8.0,4.0,1,0,0,0,1,0,0,1,0
4,1907,3,43755,9.0,5.0,0,1,0,0,0,1,0,0,0
3,2463,3,25855,2.0,10.0,1,0,1,0,0,0,1,1,0
3,2400,3,33879,1.0,15.0,0,0,0,0,1,1,0,0,1
3,2690,1,27065,8.0,1.0,0,1,0,0,0,0,1,0,0
4,2373,3,21091,4.0,5.0,0,0,0,0,0,0,1,0,1
2,1311,2,17747,7.0,15.0,0,0,0,0,1,0,0,0,0
4,1694,3,41243,0.0,19.0,1,0,1,0,0,1,0,0,1
2,2202,3,53686,9.0,10.0,0,1,0,0,0,0,0,0,0
4,2153,3,56684,0.0,5.0,1,0,0,1,0,1,0,0,0
4,514,3,25601,1.0,17.0,1,1,0,0,0,1,0,0,0
2,2003,2,39797,3.0,7.0,0,0,1,0,0,0,0,1,0
3,1722,1,11190,8.0,5.0,1,0,1,0,0,1,0,0,1
2,2260,2,29148,7.0,8.0,0,0,0,1,0,0,0,0,1
1,2844,2,49550,8.0,19.0,1,0,1,0,0,0,1,0,0
1,2841,1,49758,2.0,9.0,0,1,0,0,0,0,0,1,0
2,1498,3,75355,6.0,17.0,0,0,0,0,1,1,0,0,0
4,1377,1,10919,6.0,3.0,1,1,0,0,0,1,0,0,1
1,1905,1,29793,4.0,19.0,1,0,1,0,0,0,1,0,1
1,1526,2,73346,7.0,5.0,0,0,0,1,0,0,1,0,0
4,696,1,41183,9.0,6.0,1,0,0,1,0,0,1,0,0
4,2625,3,59585,1.0,19.0,0,0,0,0,0,0,0,0,0
3,2762,2,6716,5.0,6.0,0,0,0,1,0,0,0,0,1
4,1462,3,5289,1.0,5.0,1,0,0,1,0,1,0,0,0
2,658,2,9697,7.0,14.0,0,0,1,0,0,0,1,0,0
2,2454,3,53099,7.0,15.0,1,0,0,0,1,0,1,0,1
3,2496,1,68041,2.0,5.0,0,0,0,0,1,0,0,0,0
1,2608,1,71145,5.0,2.0,0,0,1,0,0,1,0,1,0
1,2292,1,7353,7.0,5.0,0,0,0,1,0,0,1,0,1
4,575,3,21919,5.0,17.0,1,1,0,0,0,0,0,0,0
2,1400,2,25141,9.0,2.0,0,0,0,0,1,0,0,0,0
1,2318,2,79484,3.0,11.0,0,0,1,0,0,0,1,0,1
3,2902,2,77693,8.0,6.0,1,1,0,0,0,0,1,0,1
3,2067,1,8849,7.0,2.0,0,0,0,1,0,1,0,1,0
2,675,3,45837,9.0,15.0,1,0,1,0,0,0,1,0,0
3,2945,2,49851,4.0,12.0,1,0,0,0,1,0,0,0,0
3,1075,3,42098,0.0,4.0,1,1,0,0,0,0,1,0,0
2,2223,2,36033,9.0,1.0,0,1,0,0,0,0,1,0,1
4,1451,1,40763,8.0,2.0,1,0,0,0,1,1,0,0,1
4,1756,3,16900,6.0,19.0,0,1,0,0,0,0,0,0,1
3,2503,2,28354,1.0,7.0,1,0,0,0,1,0,1,0,0
4,946,2,7214,6.0,9.0,0,0,1,0,0,0,0,0,0
4,1535,2,17340,2.0,16.0,1,0,0,0,0,1,0,0,1
3,2483,2,21659,6.0,5.0,1,0,0,1,0,0,0,1,0
4,2440,1,19687,8.0,7.0,1,0,1,0,0,0,1,0,0
3,838,2,11553,2.0,17.0,0,0,0,1,0,0,1,1,0
1,2152,2,78874,4.0,19.0,1,0,0,1,0,1,0,0,1
2,2015,1,22235,8.0,18.0,0,0,0,0,1,1,0,0,0
2,2249,2,79215,2.0,4.0,0,0,0,0,0,1,0,1,0
4,2000,3,49143,9.0,1.0,0,0,0,1,0,0,0,0,0
4,2063,3,79311,3.0,4.0,0,0,0,1,0,0,0,1,0
4,706,2,34287,8.0,8.0,0,0,1,0,0,0,0,0,0
2,1018,1,74846,1.0,6.0,0,0,0,0,0,0,0,1,0
1,1532,1,29140,6.0,11.0,1,0,0,0,0,1,0,1,0
1,1795,1,35657,3.0,14.0,1,0,0,1,0,0,0,0,1
2,2804,2,64494,4.0,9.0,0,0,0,0,0,0,0,0,1
1,2628,2,19746,1.0,1.0,0,0,1,0,0,0,0,1,0
2,1779,3,76427,3.0,12.0,1,0,0,0,1,0,0,0,0
1,2099,1,54494,4.0,9.0,1,0,0,1,0,1,0,1,0
3,2515,2,12745,5.0,4.0,0,1,0,0,0,1,0,0,0
3,2739,2,6423,1.0,16.0,1,0,0,1,0,0,1,0,0
2,580,2,52305,4.0,11.0,0,0,0,1,0,0,1,0,0
1,2881,1,17059,0.0,15.0,1,0,0,0,1,0,0,0,0
4,1887,1,29721,7.0,4.0,1,1,0,0,0,0,0,0,1
1,1313,3,77183,1.0,17.0,1,1,0,0,0,1,0,1,0
3,1957,1,39679,6.0,18.0,1,1,0,0,0,0,1,0,0
3,2513,2,68638,3.0,10.0,1,0,0,0,1,0,0,0,1
1,1444,3,33277,0.0,2.0,0,0,0,0,0,0,1,0,0
1,2035,1,71875,0.0,3.0,0,1,0,0,0,0,1,0,0
4,2831,1,19764,0.0,12.0,1,0,0,0,0,0,1,0,1
4,2038,1,76982,7.0,12.0,0,0,1,0,0,1,0,0,1
1,1982,1,21881,3.0,10.0,0,0,0,0,1,0,0,0,0
1,2486,2,54942,6.0,10.0,1,0,0,0,0,0,0,1,0
1,1708,1,13201,1.0,6.0,0,1,0,0,0,1,0,0,1
1,1221,2,29568,6.0,17.0,0,1,0,0,0,1,0,1,0
2,1001,2,36330,0.0,18.0,1,0,0,0,0,1,0,0,0
1,2020,2,7816,1.0,1.0,0,0,0,0,0,0,1,0,0
4,1184,3,38094,1.0,16.0,1,0,1,0,0,0,1,0,0
3,1611,2,23055,5.0,3.0,1,0,0,0,1,0,0,0,0
2,1070,1,23558,3.0,1.0,0,0,0,1,0,0,0,0,0
1,1666,3,10235,4.0,8.0,1,0,1,0,0,0,1,0,0
3,1496,1,21161,2.0,1.0,0,0,1,0,0,0,1,1,0
2,2926,2,58418,9.0,5.0,0,0,1,0,0,1,0,0,1
3,2397,1,19547,0.0,11.0,1,1,0,0,0,0,1,0,0
1,500,3,35908,4.0,9.0,0,0,0,0,0,0,0,0,1
1,2961,3,51569,4.0,2.0,0,0,0,0,1,0,0,1,0
4,2179,1,59259,1.0,12.0,0,1,0,0,0,1,0,0,0
1,575,1,61021,4.0,10.0,0,0,1,0,0,1,0,0,0
1,637,1,79881,3.0,2.0,0,0,0,0,1,0,0,0,1
2,1522,3,7070,3.0,12.0,0,1,0,0,0,0,1,0,1
4,2377,2,77080,3.0,11.0,0,0,0,1,0,0,1,0,1
2,2942,1,38688,8.0,10.0,1,0,1,0,0,0,0,0,0
3,2403,2,51611,5.0,15.0,0,1,0,0,0,0,1,0,1
1,1937,3,27856,9.0,6.0,1,1,0,0,0,0,1,0,1
3,1154,1,52574,0.0,4.0,1,0,1,0,0,0,0,1,0
2,2658,1,22827,6.0,14.0,0,0,0,1,0,0,0,0,0
1,1546,3,17699,3.0,8.0,1,0,0,0,0,1,0,0,0
1,1811,1,78756,2.0,8.0,1,0,0,1,0,0,0,0,0
2,539,2,23676,1.0,17.0,1,0,1,0,0,1,0,0,1
2,940,3,8703,5.0,15.0,0,0,0,0,0,1,0,1,0
2,1814,3,38593,9.0,18.0,1,1,0,0,0,0,1,0,1
2,669,1,29714,0.0,18.0,1,0,0,1,0,0,0,0,0
2,1435,3,40301,4.0,6.0,1,0,0,1,0,0,1,0,1
1,2290,1,43380,0.0,7.0,1,0,0,0,0,0,0,0,0
2,905,1,14551,3.0,9.0,1,1,0,0,0,0,0,0,1
1,1529,3,23609,5.0,17.0,1,0,0,1,0,0,1,0,1
1,2479,1,74208,3.0,18.0,0,0,0,0,0,1,0,0,0
2,2272,2,7160,5.0,4.0,1,0,0,1,0,0,0,0,1
2,1492,2,62626,8.0,14.0,1,1,0,0,0,1,0,0,0
4,1212,1,6797,2.0,1.0,0,1,0,0,0,0,1,0,1
1,761,2,16171,0.0,12.0,0,0,0,0,1,0,1,0,1
2,1856,1,52958,8.0,9.0,1,0,0,0,0,0,0,0,1
2,1328,2,28453,4.0,15.0,1,0,1,0,0,0,1,0,0
2,499,3,78429,1.0,9.0,0,0,0,1,0,0,0,0,1
4,2081,1,25792,7.0,13.0,1,1,0,0,0,0,0,0,1
4,2456,1,6930,9.0,10.0,1,0,0,1,0,0,0,1,0
3,1452,1,20705,5.0,7.0,0,0,0,1,0,0,0,1,0
1,2909,1,67594,5.0,5.0,1,0,1,0,0,0,0,0,0
3,1320,1,5047,3.0,7.0,0,1,0,0,0,0,1,0,0
2,2837,1,5133,3.0,10.0,1,0,0,0,1,0,0,0,0
4,1031,3,52622,9.0,13.0,1,0,0,0,0,1,0,0,0
4,1081,3,16238,5.0,12.0,0,0,0,1,0,0,0,0,1
3,2604,2,40132,2.0,11.0,0,0,1,0,0,0,0,0,1
4,2782,1,33082,5.0,1.0,1,0,1,0,0,0,0,0,0
2,2707,2,61305,1.0,15.0,1,0,0,0,0,0,1,0,0
4,2529,2,58246,3.0,5.0,1,0,0,0,0,1,0,1,0
3,1153,3,56689,9.0,17.0,0,1,0,0,0,1,0,0,0
2,1864,2,45764,1.0,10.0,0,0,0,1,0,1,0,1,0
3,1119,3,27368,3.0,3.0,0,0,0,1,0,0,1,0,0
4,474,2,40239,2.0,5.0,0,0,0,0,0,0,1,0,0
3,1693,1,72970,2.0,8.0,0,0,0,0,1,0,0,0,1
3,2322,2,74871,4.0,12.0,0,0,0,1,0,0,1,0,0
1,461,3,51270,6.0,11.0,1,0,1,0,0,1,0,1,0
4,1273,3,77979,7.0,5.0,0,0,0,0,0,1,0,0,1
4,719,3,49014,7.0,12.0,0,0,0,1,0,0,1,1,0
3,2549,2,69880,2.0,16.0,0,1,0,0,0,0,1,0,0
1,1852,2,20665,6.0,8.0,0,0,0,0,0,1,0,0,1
4,1273,3,45542,6.0,18.0,1,0,1,0,0,1,0,1,0
2,2145,1,41968,7.0,6.0,0,1,0,0,0,1,0,0,0
3,2702,1,28481,9.0,19.0,1,0,0,0,0,1,0,1,0
4,1955,2,75558,3.0,3.0,0,0,0,0,0,1,0,0,0
2,511,2,57644,0.0,19.0,1,0,0,1,0,0,1,1,0
4,860,3,51954,9.0,6.0,0,1,0,0,0,0,1,0,0
2,1286,2,14145,9.0,12.0,0,0,0,0,0,0,0,1,0
3,1515,2,55494,2.0,6.0,0,0,1,0,0,0,0,0,1
4,1475,3,65835,3.0,10.0,0,1,0,0,0,0,0,0,0
4,919,3,70506,9.0,16.0,1,0,0,1,0,0,1,0,0
1,1211,2,48064,1.0,14.0,1,0,0,0,1,0,0,1,0
3,2683,1,27954,3.0,12.0,0,0,0,0,0,0,0,0,0
2,2324,2,44051,3.0,8.0,0,0,0,0,1,0,1,0,1
4,2004,1,11574,6.0,9.0,1,0,0,0,0,1,0,1,0
4,1326,1,37381,7.0,17.0,1,0,0,1,0,0,1,1,0
2,956,1,31039,9.0,3.0,1,0,0,1,0,0,1,1,0
3,2681,3,10331,4.0,8.0,0,0,0,1,0,1,0,0,1
1,1455,3,35412,9.0,7.0,1,0,0,1,0,0,0,0,1
1,978,3,22458,1.0,11.0,0,1,0,0,0,0,1,0,0
4,941,2,19058,5.0,14.0,0,1,0,0,0,0,1,1,0
